编号,类别,图题或文件主题,参考来源,原发布页,作者,台账许可线索,本次处理
WC-174883514,Commons网上候选,Bridge suspension self anchored.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bridge_suspension_self_anchored.svg,Noleander,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-175422413,Commons网上候选,Box girder bridge cross section.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Box_girder_bridge_cross_section.svg,Störfix,CC BY 2.0 de,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-175538014,Commons网上候选,Bridge cable saddle vs anchor.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bridge_cable_saddle_vs_anchor.svg,Noleander,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-178148092,Commons网上候选,Diagram Strait of Messina Bridge Suspension.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Diagram_Strait_of_Messina_Bridge_Suspension.svg,Glabb,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-178159022,Commons网上候选,Verazanno Narrows bridge cable anchorage.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Verazanno_Narrows_bridge_cable_anchorage.jpg,"Lowe, Jet https://en.wikipedia.org/wiki/Jet_Lowe",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-178209247,Commons网上候选,Tacoma Narrows bridge cable saddle.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tacoma_Narrows_bridge_cable_saddle.jpg,"Lowe, Jet",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-1813644,Commons网上候选,Zhaozhou Bridge.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Zhaozhou_Bridge.jpg,English Wikipedia user Zhao 1974,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-183731775,Commons网上候选,ForceBucklingModeMatlab EulerModes 1-6.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:ForceBucklingModeMatlab_EulerModes_1-6.svg,Johannes Kalliauer,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-184455755,Commons网上候选,Normal distribution random sample vs theory.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Normal_distribution_random_sample_vs_theory.svg,Tomasz59,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-19023622,Commons网上候选,Anji (Zhaozhou) Bridge 2011.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Anji_(Zhaozhou)_Bridge_2011.jpg,crazlei,CC BY 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192922490,Commons网上候选,02026 0072 Load testing of the new bridge over San river in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0072_Load_testing_of_the_new_bridge_over_San_river_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192922542,Commons网上候选,02026 0088 Workers during the load test of the new bridge in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0088_Workers_during_the_load_test_of_the_new_bridge_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192922595,Commons网上候选,02026 0115 Trucks during load testing of the new bridge in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0115_Trucks_during_load_testing_of_the_new_bridge_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192922666,Commons网上候选,02026 0126 Geodetic measurements during load tests of the bridge in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0126_Geodetic_measurements_during_load_tests_of_the_bridge_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192922764,Commons网上候选,02026 0201 Test trucks during load testing of the new bridge in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0201_Test_trucks_during_load_testing_of_the_new_bridge_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-192924850,Commons网上候选,02026 0069 Static load test of the bridge over San river in Sanok.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:02026_0069_Static_load_test_of_the_bridge_over_San_river_in_Sanok.jpg,Marsilar,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194203168,Commons网上候选,"New Yellow River Bridge, Hejin, Shanxi province.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:New_Yellow_River_Bridge,_Hejin,_Shanxi_province.jpg","Feng Xiao, Yuxue Mao, Geng Tian, Gang S. Chen",CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194569628,Commons网上候选,Apalit railway station cantilever bridge June 20 2026 Sulipan Rio Grande construction 01.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apalit_railway_station_cantilever_bridge_June_20_2026_Sulipan_Rio_Grande_construction_01.jpg,P1898,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194569640,Commons网上候选,Apalit railway station cantilever bridge June 20 2026 Sulipan Rio Grande construction 10.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apalit_railway_station_cantilever_bridge_June_20_2026_Sulipan_Rio_Grande_construction_10.jpg,P1898,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194569641,Commons网上候选,Apalit railway station cantilever bridge June 20 2026 Sulipan Rio Grande construction 11.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apalit_railway_station_cantilever_bridge_June_20_2026_Sulipan_Rio_Grande_construction_11.jpg,P1898,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194569670,Commons网上候选,Apalit railway station cantilever bridge June 20 2026 Sulipan Pampanga River crossings construction 02.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apalit_railway_station_cantilever_bridge_June_20_2026_Sulipan_Pampanga_River_crossings_construction_02.jpg,P1898,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-194569677,Commons网上候选,Apalit railway station cantilever bridge June 20 2026 Sulipan Pampanga River crossings construction 08.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Apalit_railway_station_cantilever_bridge_June_20_2026_Sulipan_Pampanga_River_crossings_construction_08.jpg,P1898,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-2004744,Commons网上候选,LupuBridgeandBoats.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:LupuBridgeandBoats.jpg,"Harry Alverson from Shanghai, China",CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-20119533,Commons网上候选,Bristol MMB «B7 Clifton Suspension Bridge.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bristol_MMB_%C2%ABB7_Clifton_Suspension_Bridge.jpg,mattbuck ( category ),CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-20845438,Commons网上候选,Chaotianmen Yangtze River Bridge.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chaotianmen_Yangtze_River_Bridge.JPG,Glabb,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-20866178,Commons网上候选,"Lupu Bridge, Huangpu River.JPG",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Lupu_Bridge,_Huangpu_River.JPG",Glabb,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-21094262,Commons网上候选,Aerial View - Dultenaugrabenbrücke.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerial_View_-_Dultenaugrabenbr%C3%BCcke.jpg,Taxiarchos228,CC BY 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-2659586,Commons网上候选,Bridge-suspension-anchorages.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bridge-suspension-anchorages.svg,User:Tizio,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-2659599,Commons网上候选,Bridge-self-anchored.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bridge-self-anchored.svg,User:Tizio,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-27412805,Commons网上候选,Tower Bridge (aerial view).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tower_Bridge_(aerial_view).jpg,Bob Collowan,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-2848421,Commons网上候选,Hohlkasten.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Hohlkasten.svg,Original: Störfix Vector: AndreR,CC BY 2.0 de,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-33710066,Commons网上候选,"South Elevation, Plan, Typical Walkway Panel, Cable Saddle Beam, and other details - Verde River Sheep Bridge, Spanning Verde River (Tonto National Forest), Cave HAER ARIZ,13-CACR.V,1- (sheet 2 of 4).png",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:South_Elevation,_Plan,_Typical_Walkway_Panel,_Cable_Saddle_Beam,_and_other_details_-_Verde_River_Sheep_Bridge,_Spanning_Verde_River_(Tonto_National_Forest),_Cave_HAER_ARIZ,13-CACR.V,1-_(sheet_2_of_4).png","Matteson, Richard L., creator",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-34723212,Commons网上候选,"Elevations, floor plan, site plan, details including profile of island, column and beam axon - Lee House , 3714 Country Ridge Road, Charlotte, Mecklenburg County, NC HABS NC-415 (sheet 1 of 1).png",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Elevations,_floor_plan,_site_plan,_details_including_profile_of_island,_column_and_beam_axon_-_Lee_House_,_3714_Country_Ridge_Road,_Charlotte,_Mecklenburg_County,_NC_HABS_NC-415_(sheet_1_of_1).png","Miller, Robert Charles II. Related names: Lee, Praise Connor Lee, Harriet Arzola, Robert, project manager",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-35933414,Commons网上候选,HD.6D.153 (10822121074).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:HD.6D.153_(10822121074).jpg,ENERGY.GOV,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-3601580,Commons网上候选,Sydney Harbour Bridge ball.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sydney_Harbour_Bridge_ball.jpg,Mike Young,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-38087954,Commons网上候选,Shoe trees.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Shoe_trees.jpg,Wilfredor,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-4215050,Commons网上候选,Akashi-Kaikyo Bridge.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Akashi-Kaikyo_Bridge.svg,Roulex 45,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-42999500,Commons网上候选,Csv-bivariate-normal-distribution.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Csv-bivariate-normal-distribution.svg,MartinThoma,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-43488712,Commons网上候选,Architect and engineer (1933) (14595218918).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Architect_and_engineer_(1933)_(14595218918).jpg,Internet Archive Book Images,No restrictions,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-4362003,Commons网上候选,Concrete box girder bridge.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Concrete_box_girder_bridge.JPG,The original uploader was Cherrybomb at English Wikipedia .,CC SA 1.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-44284824,Commons网上候选,Baltimore and Ohio employees magazine (1920) (14759913722).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Baltimore_and_Ohio_employees_magazine_(1920)_(14759913722).jpg,Baltimore and Ohio Railroad Company; Baltimore and Ohio Railroad Company,No restrictions,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-477955,Commons网上候选,Akashi Bridge.JPG,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Akashi_Bridge.JPG,Tysto,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-50423492,Commons网上候选,Vladivostok Russky Island Russky Bridge P8070612 2200.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vladivostok_Russky_Island_Russky_Bridge_P8070612_2200.jpg,Alexxx1979,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-50948683,Commons网上候选,BridgeBearing.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:BridgeBearing.jpg,Douglas W. Jones,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-51421381,Commons网上候选,"Structural diagram of Harbour Bridge, 1932 (8282688025).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Structural_diagram_of_Harbour_Bridge,_1932_(8282688025).jpg","Powerhouse Museum from Sydney, Australia",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-51435000,Commons网上候选,14x14-Inch Trisonic Wind Tunnel (9417464060).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:14x14-Inch_Trisonic_Wind_Tunnel_(9417464060).jpg,NASA on The Commons,No restrictions,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-52288337,Commons网上候选,Lidingöbron October 2015 03.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Liding%C3%B6bron_October_2015_03.jpg,Arild Vågen,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-57261410,Commons网上候选,Bimodal-bivariate-small.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bimodal-bivariate-small.png,Jorgenumata ( talk ) ( Uploads ),Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-57398950,Commons网上候选,"09238jfFlood Control Cut-Off Channelling Dike Embankment Sheet Pile Foundation Candaba, Pampangafvf 23.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:09238jfFlood_Control_Cut-Off_Channelling_Dike_Embankment_Sheet_Pile_Foundation_Candaba,_Pampangafvf_23.jpg",Judgefloro,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-57398956,Commons网上候选,"09238jfFlood Control Cut-Off Channelling Dike Embankment Sheet Pile Foundation Candaba, Pampangafvf 30.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:09238jfFlood_Control_Cut-Off_Channelling_Dike_Embankment_Sheet_Pile_Foundation_Candaba,_Pampangafvf_30.jpg",Judgefloro,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-57398962,Commons网上候选,"09238jfFlood Control Cut-Off Channelling Dike Embankment Sheet Pile Foundation Candaba, Pampangafvf 34.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:09238jfFlood_Control_Cut-Off_Channelling_Dike_Embankment_Sheet_Pile_Foundation_Candaba,_Pampangafvf_34.jpg",Judgefloro,CC0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-58916915,Commons网上候选,"Rion-Antirion Bridge, Gefira Charilaos Trikoupis - panoramio.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rion-Antirion_Bridge,_Gefira_Charilaos_Trikoupis_-_panoramio.jpg",qwesy qwesy,CC BY 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-58917049,Commons网上候选,"Rion-Antirion Bridge, Gefira Charilaos Trikoupis - panoramio (1).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Rion-Antirion_Bridge,_Gefira_Charilaos_Trikoupis_-_panoramio_(1).jpg",qwesy qwesy,CC BY 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-59091515,Commons网上候选,"Overview of the Millau viaduct (The famous Millau bridge in the A75) as seen from Embarry, with Millau in the Tarn Valley - panoramio.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Overview_of_the_Millau_viaduct_(The_famous_Millau_bridge_in_the_A75)_as_seen_from_Embarry,_with_Millau_in_the_Tarn_Valley_-_panoramio.jpg",Henk Monster,CC BY 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-61435627,Commons网上候选,Moscow 05-2017 img13 Krymsky Bridge.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Moscow_05-2017_img13_Krymsky_Bridge.jpg,A.Savin,FAL,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-620244,Commons网上候选,InfluenceLineReaction.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:InfluenceLineReaction.svg,No machine-readable author provided. GeeKaa assumed (based on copyright claims).,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-64667884,Commons网上候选,Vzorový řez komorový most.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Vzorov%C3%BD_%C5%99ez_komorov%C3%BD_most.svg,Draceane,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-69553744,Commons网上候选,Aerial view of Golden Gate Bridge from the south dllu.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerial_view_of_Golden_Gate_Bridge_from_the_south_dllu.jpg,Daniel L. Lu (user:dllu),CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-69553748,Commons网上候选,Aerial view of Golden Gate Bridge from southwest dllu.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aerial_view_of_Golden_Gate_Bridge_from_southwest_dllu.jpg,Daniel L. Lu (user:dllu),CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-6960577,Commons网上候选,Panorama de la vallée de Millau.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Panorama_de_la_vall%C3%A9e_de_Millau.jpg,Tobi 87,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-70065319,Commons网上候选,Whittier Bridge- Expansion joint ready to be set in place (21010169043).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Whittier_Bridge-_Expansion_joint_ready_to_be_set_in_place_(21010169043).jpg,MassDOT,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-70181750,Commons网上候选,Suspension bridge in Xitou Nature Education Area.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Suspension_bridge_in_Xitou_Nature_Education_Area.jpg,Dquai,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-71614706,Commons网上候选,Roeblings Bridge P6270140 cable anchorage sign.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Roeblings_Bridge_P6270140_cable_anchorage_sign.jpg,Chris Light,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-71971323,Commons网上候选,Prestressed concrete slab.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Prestressed_concrete_slab.jpg,Hemant_sahu_Raj,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-73712878,Commons网上候选,Shoes in a spanish shoe store.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Shoes_in_a_spanish_shoe_store.jpg,Tomascastelazo,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-73857133,Commons网上候选,"2018-10-22 (848) Bridge bearing at Donaubrücke in Krems an der Donau, Austria.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:2018-10-22_(848)_Bridge_bearing_at_Donaubr%C3%BCcke_in_Krems_an_der_Donau,_Austria.jpg",GT1976,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-7805786,Commons网上候选,Viaduc de Millau 1 censored.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Viaduc_de_Millau_1_censored.jpg,Vincent,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-7849791,Commons网上候选,Suspension bridge pattern german.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Suspension_bridge_pattern_german.svg,Original: Matthias079 Vector: Svgalbertian,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-791111,Commons网上候选,Eisenbahnbrueckenquerschnitt2.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Eisenbahnbrueckenquerschnitt2.png,Störfix,CC BY 2.0 de,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-79946241,Commons网上候选,Canal de Chacao 0008.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Canal_de_Chacao_0008.jpg,Draceane,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-82649684,Commons网上候选,Tacoma Narrows Bridge (117561801).jpeg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tacoma_Narrows_Bridge_(117561801).jpeg,Sounderbruce,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-83865847,Commons网上候选,"Perth (AU), Elizabeth Quay Bridge -- 2019 -- 0375-9.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Perth_(AU),_Elizabeth_Quay_Bridge_--_2019_--_0375-9.jpg",Dietmar Rabich,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-84138882,Commons网上候选,"Perth (AU), Elizabeth Quay Bridge -- 2019 -- 0346-8 (crop 2).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Perth_(AU),_Elizabeth_Quay_Bridge_--_2019_--_0346-8_(crop_2).jpg",Dietmar Rabich,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-84574710,Commons网上候选,Chaotianmen Bridge.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Chaotianmen_Bridge.jpg,Thomas Bächinger,CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-84954222,Commons网上候选,"Canberra (AU), Commonwealth Avenue Bridge -- 2019 -- 1811.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Canberra_(AU),_Commonwealth_Avenue_Bridge_--_2019_--_1811.jpg",Dietmar Rabich,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-88093457,Commons网上候选,Lewis River Bridge - Spalling concrete (42223630094).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Lewis_River_Bridge_-_Spalling_concrete_(42223630094).jpg,Yellowstone National Park,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-90087225,Commons网上候选,"A block for the wigs - or, the new state whirligig. (BM 1851,0901.142).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:A_block_for_the_wigs_-_or,_the_new_state_whirligig._(BM_1851,0901.142).jpg",Print made by: James Gillray Published by: William Humphrey,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-9282157,Commons网上候选,Tacoma Narrows Bridge 2009.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Tacoma_Narrows_Bridge_2009.jpg,Lderendi,Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-93523473,Commons网上候选,"Union Chain Suspension Bridge, River Tweed, Cables to anchors connections. England side.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Union_Chain_Suspension_Bridge,_River_Tweed,_Cables_to_anchors_connections._England_side.jpg",Rosser1954,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-93525724,Commons网上候选,"Union Chain Suspension Bridge, River Tweed. Cables and anchors. Motto plaque. Scotland.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Union_Chain_Suspension_Bridge,_River_Tweed._Cables_and_anchors._Motto_plaque._Scotland.jpg",Rosser1954,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-94102959,Commons网上候选,"Anji Bridge, Zhao County, 2020-09-06 05.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Anji_Bridge,_Zhao_County,_2020-09-06_05.jpg",Siyuwj,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-96628589,Commons网上候选,"Cape Cod Canal Railroad Bridge Construction, Bourne, Massachusetts, Cape Cod Canal Aerial Survey Project - DPLA - e44343a5f589d6a1205ae2263f52b4cc.jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Cape_Cod_Canal_Railroad_Bridge_Construction,_Bourne,_Massachusetts,_Cape_Cod_Canal_Aerial_Survey_Project_-_DPLA_-_e44343a5f589d6a1205ae2263f52b4cc.jpg","Department of Defense. Department of the Army. U.S. Army Corps of Engineers. North Atlantic Division. U.S. Army Engineer District, New England.",Public domain,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-98893601,Commons网上候选,Severn Bridge railway tunnel (geograph 3861607).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Severn_Bridge_railway_tunnel_(geograph_3861607).jpg,John Winder,CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-99866258,Commons网上候选,Patras bridge (Rion-Antirion) (2522565168).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Patras_bridge_(Rion-Antirion)_(2522565168).jpg,"Jean-Marc Astesana from Voisins le Bretonneux, France",CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
G:bridge_action_base_v2,本书自制静态图,作用分析对象（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:combination_components,本书自制静态图,组合分项贡献（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:combination_waterfall,本书自制静态图,组合效应瀑布图（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:joint_density,本书自制静态图,联合概率密度（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:joint_density_3d,本书自制静态图,联合概率密度曲面（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:marginal_distributions,本书自制静态图,边缘分布（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:parameter_reliability,本书自制静态图,参数与可靠度（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
assets/generated/ch09/04-wind-speed-square-law.svg,本书自制静态图,04-wind-speed-square-law,,,,,自制图：公开预览保留，出版质量继续复核
assets/generated/ch09/05-single_dof_dynamic-amplification.svg,本书自制静态图,05-single_dof_dynamic-amplification,,,,,自制图：公开预览保留，出版质量继续复核
assets/generated/ch10/06-simply-supported-beam-mesh-convergence.svg,本书自制静态图,06-simply-supported-beam-mesh-convergence,,,,,自制图：公开预览保留，出版质量继续复核
G:bayes,本书自制静态图,贝叶斯更新（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
G:bending,本书自制静态图,弯曲应力（已有自制图复用）,本教材已有自制图,,课程组,已有资源复用，不计入新增独立图片,自制图：公开预览保留，出版质量继续复核
